1,0,24.1,26.0
Ångström bar experiment:
Date: 28-9-2024
Start time: 13:37:50
Time   ,Heater status  ,Temp P   ,Temp Q   
4281,1,28.0,29.9
4286,1,27.9,29.9
4291,1,27.8,29.9
4296,1,27.8,30.0
4301,1,27.8,30.0
4306,1,27.8,30.1
4311,1,27.8,30.1
4316,0,27.9,30.3
4321,0,28.0,30.3
4326,0,27.8,30.5
4331,0,27.8,30.5
4336,0,28.0,30.5
4341,0,28.0,30.6
4346,0,27.9,30.8
4351,0,28.0,30.7
4356,0,28.0,30.9
4361,0,28.0,31.0
4366,0,28.0,31.1
4371,0,28.0,31.0
4376,0,28.1,31.1
4381,0,28.1,31.2
4386,0,28.1,31.2
4391,0,28.3,31.1
4396,0,28.2,31.1
4401,0,28.1,31.1
4406,0,28.2,31.1
4411,0,28.3,31.1
4416,0,28.2,31.0
4421,0,28.3,31.0
4426,0,28.3,31.0
4431,0,28.3,31.0
4436,0,28.3,30.9
4441,0,28.3,30.8
4446,0,28.3,30.8
4451,0,28.3,30.7
4456,0,28.3,30.8
